case,method,label,seed,total_wirelength_mm,bbox_area_mm2,max_temp_C,src
hp6_m,TW-FM,hp6_m_t3-w2,1056634028,24722.540872,752.798578,86.360000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t30-w0p02,946615675,36266.203558,1090.797838,82.430000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t30-w0p2,946615675,19858.360456,564.081186,92.740000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t30-w2,946615675,13782.979866,747.647162,89.670000,result_seed3_4case.csv
hp6_m,TW-FM,hp6_m_t30-w2,1486441653,9704.739514,880.994749,88.690000,result_seed3_4case.csv
multigpu,ATPlace2.5D,multigpu_wl00,1,105715.400424,2227.131679,90.240000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl01,1,105787.182688,2227.131679,90.240000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl02,1,108005.295788,2227.131679,90.190000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl03,1,105884.750988,2227.131679,90.240000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl04,1,101850.810820,2227.131679,90.590000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl05,1,95103.396960,2227.131679,91.020000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl06,1,95248.093136,2227.131679,91.270000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl07,1,95220.136928,2227.131679,91.260000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl08,1,95077.707916,2227.131679,90.940000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl09,1,95092.699692,2227.131679,91.020000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl10,1,95240.328364,2227.131679,91.260000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl11,1,95089.594924,2227.131679,91.020000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl12,1,95095.290776,2227.131679,91.020000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl13,1,95076.988044,2227.131679,91.030000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl14,1,94364.501752,2210.712041,91.290000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl15,1,95087.456196,2227.131679,91.030000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl16,1,95216.898732,2227.131679,91.260000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl17,1,89790.106464,2193.149306,95.790000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl18,1,90036.501426,2227.131679,95.130000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl19,1,90810.498204,2226.588587,95.100000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl20,1,87878.522176,2184.055359,95.500000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl21,1,91072.988864,2227.131679,94.570000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl22,1,89609.942234,2227.131679,94.960000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl23,1,87383.032046,2164.513765,96.360000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl24,1,86971.502074,2181.656659,95.800000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl25,1,87127.858072,2227.131679,96.550000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl26,1,87685.645368,2200.387873,96.280000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl27,1,85820.300904,2186.445707,94.110000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl28,1,87380.351572,2201.945280,94.850000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl29,1,74376.301732,2124.233868,100.120000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl30,1,71809.824748,2122.727389,101.260000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl31,1,73810.717008,2122.727389,100.290000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl32,1,82013.870002,2177.883383,101.240000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl33,1,75719.703416,2166.208715,100.860000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl34,1,72633.948428,2122.727389,101.270000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl35,1,75954.322938,2127.308837,100.740000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl36,1,86064.190856,2208.940964,96.320000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl37,1,73656.255148,2075.989714,100.080000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl38,1,69977.839632,2122.727389,98.910000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl39,1,75157.399180,2102.947018,100.120000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl40,1,78113.164388,2148.717245,101.190000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl41,1,77625.776096,2135.568377,101.270000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl42,1,74679.174136,2110.453377,99.780000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl43,1,72609.104410,2113.631855,101.510000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl44,1,74839.893068,2129.754269,101.150000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl45,1,72425.591974,2122.727389,99.900000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl46,1,80469.695980,2180.644840,101.390000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl47,1,72035.209116,2122.727389,99.840000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl48,1,68640.478194,2122.727389,102.300000,AT/50set.csv
multigpu,ATPlace2.5D,multigpu_wl49,1,73174.212248,2135.155911,100.310000,AT/50set.csv
multigpu,RLPlanner,multigpu,1,106934.467524,2163.934312,90.110000,RL/result.csv
multigpu,RLPlanner,multigpu,2,104759.507650,2056.870849,90.620000,RL/result.csv
multigpu,RLPlanner,multigpu,3,107542.640688,2189.058492,89.900000,RL/result.csv
multigpu,RLPlanner,multigpu,4,102115.544594,2183.479895,90.580000,RL/result.csv
multigpu,RLPlanner,multigpu,5,104424.528258,2100.066325,90.890000,RL/result.csv
multigpu,MILP,multigpu,1,65371.865000,1731.642600,102.770000,ILP/result.csv
multigpu,TW-FM,multigpu_thermal0_wirelength0,121,83797.805556,1845.304864,96.370000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0_wirelength0p02,121,77952.197682,1952.537432,96.410000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0_wirelength0p2,121,76525.501058,1720.730116,99.470000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0_wirelength2,121,97880.766008,1644.236590,103.450000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0p01_wirelength0,121,83615.109128,1884.185316,96.060000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0p01_wirelength0p02,121,77960.363292,1951.628154,96.440000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0p01_wirelength0p2,121,76615.202482,1729.573001,99.370000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0p01_wirelength2,121,85322.442954,1718.003106,99.930000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0p03_wirelength0,121,83814.991160,1848.393173,96.340000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0p03_wirelength0p02,121,77988.397274,1949.475601,96.470000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0p03_wirelength0p2,121,78879.457614,1723.869929,99.500000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0p03_wirelength2,121,96795.966396,1793.329959,100.200000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0p1_wirelength0,121,83250.772800,1892.847620,95.860000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0p1_wirelength0p02,121,77988.632428,1957.725347,96.370000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0p1_wirelength0p2,121,76714.855184,1724.351176,99.460000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0p1_wirelength2,121,73376.352610,1487.457791,100.150000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0p3_wirelength0,121,85392.596880,1947.991280,95.280000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0p3_wirelength0p02,121,78306.446810,1999.816797,95.760000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0p3_wirelength0p2,121,112629.540248,1715.728369,97.870000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0p3_wirelength2,121,77642.727086,1593.688514,102.610000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal0p3_wirelength50,121,95876.974128,1659.503136,102.040000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal100_wirelength0,121,126481.747332,1856.929931,98.730000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal100_wirelength0p02,121,133020.560900,1895.089563,101.130000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal100_wirelength0p2,121,92803.982268,1619.750553,101.050000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal100_wirelength2,121,120687.384832,1377.522779,101.630000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal10_wirelength0,121,80319.313898,2170.413860,93.850000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal10_wirelength0p02,121,94764.385388,1784.379597,96.060000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal10_wirelength0p2,121,127293.743150,1804.859539,94.640000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal10_wirelength2,121,87414.700788,1918.231002,98.130000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal1_wirelength0,121,84934.947744,2026.809267,94.640000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal1_wirelength0p02,121,80054.947942,2182.806844,93.950000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal1_wirelength0p2,121,108954.524670,1752.990169,98.140000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal1_wirelength2,121,76487.614364,1749.838562,100.330000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal1_wirelength50,121,121476.922152,1716.618867,100.410000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal30_wirelength0,121,80760.858592,2147.284636,94.060000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal30_wirelength0p02,121,79364.808544,2193.443541,93.560000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal30_wirelength0p2,121,114482.295886,1957.213021,94.240000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal30_wirelength2,121,77874.947770,1786.903488,100.270000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal30_wirelength50,121,100067.853504,1354.973058,102.770000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal3_wirelength0,121,84708.349052,2149.414709,94.370000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal3_wirelength0p02,121,97909.454216,2122.550485,94.800000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal3_wirelength0p2,121,139515.424680,1707.380326,98.030000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_thermal3_wirelength2,121,97284.136158,1623.689618,101.620000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_t0-w0p02,946615675,189880.194888,1641.285642,98.380000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_t0p01-w0p02,1056634028,103916.544192,1466.986502,101.360000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_t0p03-w0p02,946615675,143962.553826,1618.499721,99.030000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_t0p3-w0,1486441653,79145.159440,1931.288184,94.190000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_t0p3-w0p02,946615675,89531.006210,1788.450105,97.040000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_t100-w0p2,946615675,96143.544340,2124.011024,91.410000,result_seed121_7case.csv
multigpu,TW-FM,multigpu_t3-w2,1056634028,74105.101892,1724.334868,97.410000,result_seed121_7case.csv
syn1,ATPlace2.5D,syn1_wl00,1,153341.441542,1671.894456,84.700000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl01,1,136699.315980,1671.894456,87.350000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl02,1,71370.202722,1653.485520,92.370000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl03,1,71734.296932,1658.702773,92.290000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl04,1,127471.272058,1671.891185,83.320000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl05,1,109342.711996,1671.894538,84.760000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl06,1,71297.177316,1653.259527,92.360000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl07,1,110201.490780,1671.891185,86.570000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl08,1,89632.288932,1671.894538,90.360000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl09,1,68347.713630,1609.403171,92.740000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl10,1,97804.964172,1671.894456,90.890000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl11,1,94123.787888,1671.894456,91.100000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl12,1,83670.241200,1671.894456,91.870000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl13,1,69589.239468,1558.280931,92.710000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl14,1,71271.571360,1671.897809,92.730000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl15,1,66543.849684,1606.939094,93.070000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl16,1,65560.207732,1607.224041,93.090000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl17,1,64810.247284,1602.736424,93.390000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl18,1,74512.248028,1671.897809,93.130000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl19,1,64596.786200,1607.833892,93.390000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl20,1,63387.795228,1573.436734,93.360000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl21,1,63409.936010,1671.894456,94.560000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl22,1,66943.953396,1581.901717,94.810000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl23,1,72195.771880,1569.324045,93.820000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl24,1,71574.613996,1596.308914,94.570000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl25,1,61710.201206,1581.851056,95.620000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl26,1,66043.775640,1660.851832,93.030000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl27,1,62715.510120,1570.431193,93.550000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl28,1,60631.440548,1431.937516,93.600000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl29,1,57843.439166,1671.894456,95.350000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl30,1,59906.277676,1571.469159,94.300000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl31,1,69706.638484,1608.373186,94.560000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl32,1,60325.460774,1456.242951,93.680000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl33,1,58456.546996,1671.901162,95.600000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl34,1,61725.912540,1565.135401,95.750000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl35,1,64307.577630,1581.891331,94.920000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl36,1,62855.298798,1494.537315,96.150000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl37,1,62096.031046,1650.092522,95.610000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl38,1,63885.375992,1555.773386,95.300000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl39,1,57511.277488,1671.897809,95.450000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl40,1,62678.060430,1506.110377,93.520000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl41,1,58547.247508,1595.479649,95.820000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl42,1,66743.227792,1569.327115,94.540000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl43,1,58826.230882,1617.955713,95.540000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl44,1,60325.341880,1431.937516,93.980000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl45,1,56855.744834,1595.479649,96.170000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl46,1,67680.032842,1540.783880,95.490000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl47,1,60511.290676,1630.737175,95.420000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl48,1,64845.864816,1569.320898,95.060000,AT/50set.csv
syn1,ATPlace2.5D,syn1_wl49,1,56813.498616,1595.492908,96.020000,AT/50set.csv
syn1,RLPlanner,syn1,1,131792.101932,1489.057636,85.110000,RL/result.csv
syn1,RLPlanner,syn1,2,137603.559738,1644.274212,83.430000,RL/result.csv
syn1,RLPlanner,syn1,3,108579.180112,1617.863323,84.890000,RL/result.csv
syn1,RLPlanner,syn1,4,121719.508472,1670.110184,84.120000,RL/result.csv
syn1,RLPlanner,syn1,5,116609.619906,1650.981987,84.930000,RL/result.csv
syn1,MILP,syn1,1,40906.375000,1182.860000,101.700000,ILP/result.csv
syn1,TW-FM,syn1_thermal0_wirelength0,121,93725.515464,1358.654460,94.770000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0_wirelength0p02,121,91526.679382,1309.769079,95.380000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0_wirelength0p2,121,75268.067194,1214.797262,99.640000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0_wirelength2,121,102209.735212,1297.370458,89.440000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0p01_wirelength0,121,93017.772728,1353.762958,94.820000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0p01_wirelength0p02,121,89196.377538,1296.794988,95.650000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0p01_wirelength0p2,121,84880.634106,1256.435073,97.550000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0p01_wirelength2,121,107699.487866,1261.684735,88.650000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0p01_wirelength50,121,102995.464338,1299.903258,98.750000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0p03_wirelength0,121,91643.910544,1336.083107,94.880000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0p03_wirelength0p02,121,91522.119128,1309.963440,95.380000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0p03_wirelength0p2,121,102001.508250,1194.736946,98.000000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0p03_wirelength2,121,113816.376454,1267.843982,97.360000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0p03_wirelength50,121,140940.904052,1216.303027,95.050000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0p1_wirelength0,121,92397.419354,1335.014605,94.790000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0p1_wirelength0p02,121,91581.853514,1311.240238,95.360000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0p1_wirelength0p2,121,86123.435688,1247.726981,97.360000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0p1_wirelength2,121,87151.714220,1207.080539,95.470000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0p3_wirelength0,121,91460.742952,1329.961674,95.000000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0p3_wirelength0p02,121,89128.888030,1295.159344,95.480000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0p3_wirelength0p2,121,85675.222326,1253.184458,97.440000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal0p3_wirelength50,121,131296.629856,1311.067547,97.510000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal100_wirelength0,121,124993.403144,1511.383084,91.580000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal100_wirelength0p02,121,113880.493176,1541.430599,91.790000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal100_wirelength0p2,121,73975.991878,1244.113231,96.310000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal100_wirelength2,121,115801.439444,1220.593476,97.320000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal10_wirelength0,121,120321.702744,1629.461062,91.810000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal10_wirelength0p02,121,105093.391848,1518.021564,92.550000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal10_wirelength0p2,121,76249.613644,1302.164161,98.530000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal10_wirelength2,121,91456.846802,1352.817158,97.350000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal10_wirelength50,121,166046.927846,1628.194544,91.270000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal1_wirelength0,121,93279.735594,1328.748449,95.150000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal1_wirelength0p02,121,89890.100784,1296.782753,95.270000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal1_wirelength0p2,121,72195.405350,1214.583890,100.030000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal1_wirelength2,121,66790.041284,1120.025615,98.850000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal30_wirelength0,121,125521.283480,1535.703960,91.920000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal30_wirelength0p02,121,114886.094768,1538.294857,91.930000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal30_wirelength0p2,121,75270.794312,1222.131462,94.190000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal30_wirelength2,121,83005.522538,1278.880359,95.650000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal3_wirelength0,121,102386.505818,1533.140769,94.050000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal3_wirelength0p02,121,91648.649250,1329.673549,95.140000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal3_wirelength0p2,121,72438.091132,1276.229265,97.670000,result_seed121_7case.csv
syn1,TW-FM,syn1_thermal3_wirelength2,121,100561.983700,1062.799883,97.470000,result_seed121_7case.csv
syn1,TW-FM,syn1_t0p01-w2,946615675,134422.224294,1157.076282,89.840000,result_seed121_7case.csv
syn1,TW-FM,syn1_t0p3-w0p2,946615675,117146.443138,1433.160746,87.430000,result_seed121_7case.csv
syn1,TW-FM,syn1_t1-w0p2,1486441653,132865.691622,1033.616650,94.180000,result_seed121_7case.csv
syn1,TW-FM,syn1_t10-w2,1056634028,146125.254774,1101.982127,93.200000,result_seed121_7case.csv
syn1,TW-FM,syn1_t100-w0p2,1056634028,111497.493488,1210.690543,93.620000,result_seed121_7case.csv
syn1,TW-FM,syn1_t100-w0p2,1486441653,114929.597582,1125.187130,95.710000,result_seed121_7case.csv
syn1,TW-FM,syn1_t3-w2,1056634028,123267.402528,1154.129214,94.530000,result_seed121_7case.csv
syn4,ATPlace2.5D,syn4_wl00,1,158587.259640,1392.751723,87.660000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl01,1,145771.497516,1392.751723,90.770000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl02,1,146302.568132,1392.754522,90.780000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl03,1,152507.052900,1392.751723,90.310000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl04,1,153361.318092,1392.751723,88.030000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl05,1,142377.887772,1392.751723,90.570000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl06,1,140853.583348,1337.969105,90.560000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl07,1,131772.278160,1299.304634,91.750000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl08,1,136378.352736,1262.794360,91.160000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl09,1,131463.819316,1277.041224,91.890000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl10,1,129587.783856,1254.583209,91.540000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl11,1,130880.247180,1251.719123,91.980000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl12,1,131669.438740,1262.315358,92.100000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl13,1,125435.418336,1208.018508,92.470000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl14,1,103218.274932,1111.060373,94.580000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl15,1,117126.384200,1387.727377,92.680000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl16,1,117815.476480,1376.666425,92.610000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl17,1,116016.922116,1220.088760,93.550000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl18,1,106814.523840,1266.035815,94.750000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl19,1,121894.305856,1211.650939,93.590000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl20,1,112164.708344,1208.781050,94.630000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl21,1,115311.671208,1209.681632,94.610000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl22,1,95813.268084,1292.330324,96.190000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl23,1,113663.884442,1176.624991,94.410000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl24,1,107548.610870,1162.618181,95.230000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl25,1,112394.487096,1209.851297,94.370000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl26,1,96747.714372,991.425843,96.050000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl27,1,111437.627102,1301.196235,93.170000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl28,1,113029.399112,1282.948200,93.350000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl29,1,119084.280994,1310.307160,93.070000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl30,1,110012.755272,1321.601638,92.630000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl31,1,117833.751554,1225.217820,96.480000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl32,1,93735.812098,1049.395252,96.780000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl33,1,105108.008356,1113.266050,96.450000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl34,1,102643.176312,1064.718348,96.750000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl35,1,103241.111164,1249.084029,94.070000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl36,1,113480.911536,1271.924803,95.070000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl37,1,96986.876924,1215.123273,95.670000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl38,1,122017.256768,1278.642538,94.550000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl39,1,99896.500774,1101.566217,95.470000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl40,1,98986.628486,1044.874020,94.640000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl41,1,114080.066624,1122.785934,94.200000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl42,1,123506.605166,1141.344179,95.910000,AT/50set.csv
syn4,ATPlace2.5D,syn4_wl43,1,106738.131852,1199.528425,96.180000,AT/50set.csv
