case,candidate,seed,thermal_weight,wirelength_weight,legalization_status,is_legal,legal_report,source,eval_input,eval_stem
Case8,23,121,0.3,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t0p3-w0p2/seed_121/legalized/03_Case8_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t0p3-w0p2/seed_121/legalized/03_Case8_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case8_thermal0p3_wirelength0p2_seed121.json,Case8_thermal0p3_wirelength0p2_seed121
Case8,26,121,1,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t1-w0/seed_121/legalized/03_Case8_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t1-w0/seed_121/legalized/03_Case8_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case8_thermal1_wirelength0_seed121.json,Case8_thermal1_wirelength0_seed121
Case8,27,121,1,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t1-w0p02/seed_121/legalized/03_Case8_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t1-w0p02/seed_121/legalized/03_Case8_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case8_thermal1_wirelength0p02_seed121.json,Case8_thermal1_wirelength0p02_seed121
Case8,28,121,1,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t1-w0p2/seed_121/legalized/03_Case8_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t1-w0p2/seed_121/legalized/03_Case8_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case8_thermal1_wirelength0p2_seed121.json,Case8_thermal1_wirelength0p2_seed121
Case8,31,121,3,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t3-w0/seed_121/legalized/03_Case8_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t3-w0/seed_121/legalized/03_Case8_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case8_thermal3_wirelength0_seed121.json,Case8_thermal3_wirelength0_seed121
Case8,32,121,3,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t3-w0p02/seed_121/legalized/03_Case8_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t3-w0p02/seed_121/legalized/03_Case8_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case8_thermal3_wirelength0p02_seed121.json,Case8_thermal3_wirelength0p02_seed121
Case8,33,121,3,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t3-w0p2/seed_121/legalized/03_Case8_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t3-w0p2/seed_121/legalized/03_Case8_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case8_thermal3_wirelength0p2_seed121.json,Case8_thermal3_wirelength0p2_seed121
Case8,37,121,10,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t10-w0p02/seed_121/legalized/03_Case8_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t10-w0p02/seed_121/legalized/03_Case8_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case8_thermal10_wirelength0p02_seed121.json,Case8_thermal10_wirelength0p02_seed121
Case8,36,121,10,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t10-w0/seed_121/legalized/03_Case8_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t10-w0/seed_121/legalized/03_Case8_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case8_thermal10_wirelength0_seed121.json,Case8_thermal10_wirelength0_seed121
Case8,38,121,10,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t10-w0p2/seed_121/legalized/03_Case8_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t10-w0p2/seed_121/legalized/03_Case8_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case8_thermal10_wirelength0p2_seed121.json,Case8_thermal10_wirelength0p2_seed121
Case8,41,121,30,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t30-w0/seed_121/legalized/03_Case8_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t30-w0/seed_121/legalized/03_Case8_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case8_thermal30_wirelength0_seed121.json,Case8_thermal30_wirelength0_seed121
Case8,42,121,30,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t30-w0p02/seed_121/legalized/03_Case8_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t30-w0p02/seed_121/legalized/03_Case8_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case8_thermal30_wirelength0p02_seed121.json,Case8_thermal30_wirelength0p02_seed121
Case8,43,121,30,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t30-w0p2/seed_121/legalized/03_Case8_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t30-w0p2/seed_121/legalized/03_Case8_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case8_thermal30_wirelength0p2_seed121.json,Case8_thermal30_wirelength0p2_seed121
Case8,45,121,30,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t30-w50/seed_121/legalized/03_Case8_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t30-w50/seed_121/legalized/03_Case8_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case8_thermal30_wirelength50_seed121.json,Case8_thermal30_wirelength50_seed121
Case8,44,121,30,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t30-w2/seed_121/legalized/03_Case8_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t30-w2/seed_121/legalized/03_Case8_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case8_thermal30_wirelength2_seed121.json,Case8_thermal30_wirelength2_seed121
Case8,46,121,100,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t100-w0/seed_121/legalized/03_Case8_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t100-w0/seed_121/legalized/03_Case8_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case8_thermal100_wirelength0_seed121.json,Case8_thermal100_wirelength0_seed121
Case8,47,121,100,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t100-w0p02/seed_121/legalized/03_Case8_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t100-w0p02/seed_121/legalized/03_Case8_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case8_thermal100_wirelength0p02_seed121.json,Case8_thermal100_wirelength0p02_seed121
Case8,48,121,100,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t100-w0p2/seed_121/legalized/03_Case8_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case8-t100-w0p2/seed_121/legalized/03_Case8_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case8_thermal100_wirelength0p2_seed121.json,Case8_thermal100_wirelength0p2_seed121
Case9,1,121,0,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0-w0/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0-w0/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0_wirelength0_seed121.json,Case9_thermal0_wirelength0_seed121
Case9,2,121,0,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0-w0p02/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0-w0p02/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0_wirelength0p02_seed121.json,Case9_thermal0_wirelength0p02_seed121
Case9,3,121,0,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0-w0p2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0-w0p2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0_wirelength0p2_seed121.json,Case9_thermal0_wirelength0p2_seed121
Case9,4,121,0,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0-w2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0-w2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0_wirelength2_seed121.json,Case9_thermal0_wirelength2_seed121
Case9,5,121,0,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0-w50/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0-w50/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0_wirelength50_seed121.json,Case9_thermal0_wirelength50_seed121
Case9,6,121,0.01,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p01-w0/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p01-w0/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0p01_wirelength0_seed121.json,Case9_thermal0p01_wirelength0_seed121
Case9,7,121,0.01,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p01-w0p02/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p01-w0p02/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0p01_wirelength0p02_seed121.json,Case9_thermal0p01_wirelength0p02_seed121
Case9,8,121,0.01,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p01-w0p2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p01-w0p2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0p01_wirelength0p2_seed121.json,Case9_thermal0p01_wirelength0p2_seed121
Case9,9,121,0.01,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p01-w2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p01-w2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0p01_wirelength2_seed121.json,Case9_thermal0p01_wirelength2_seed121
Case9,11,121,0.03,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p03-w0/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p03-w0/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0p03_wirelength0_seed121.json,Case9_thermal0p03_wirelength0_seed121
Case9,12,121,0.03,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p03-w0p02/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p03-w0p02/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0p03_wirelength0p02_seed121.json,Case9_thermal0p03_wirelength0p02_seed121
Case9,13,121,0.03,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p03-w0p2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p03-w0p2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0p03_wirelength0p2_seed121.json,Case9_thermal0p03_wirelength0p2_seed121
Case9,15,121,0.03,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p03-w50/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p03-w50/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0p03_wirelength50_seed121.json,Case9_thermal0p03_wirelength50_seed121
Case9,16,121,0.1,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p1-w0/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p1-w0/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0p1_wirelength0_seed121.json,Case9_thermal0p1_wirelength0_seed121
Case9,17,121,0.1,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p1-w0p02/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p1-w0p02/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0p1_wirelength0p02_seed121.json,Case9_thermal0p1_wirelength0p02_seed121
Case9,18,121,0.1,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p1-w0p2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p1-w0p2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0p1_wirelength0p2_seed121.json,Case9_thermal0p1_wirelength0p2_seed121
Case9,19,121,0.1,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p1-w2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p1-w2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0p1_wirelength2_seed121.json,Case9_thermal0p1_wirelength2_seed121
Case9,20,121,0.1,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p1-w50/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p1-w50/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0p1_wirelength50_seed121.json,Case9_thermal0p1_wirelength50_seed121
Case9,21,121,0.3,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p3-w0/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p3-w0/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0p3_wirelength0_seed121.json,Case9_thermal0p3_wirelength0_seed121
Case9,22,121,0.3,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p3-w0p02/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p3-w0p02/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0p3_wirelength0p02_seed121.json,Case9_thermal0p3_wirelength0p02_seed121
Case9,23,121,0.3,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p3-w0p2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p3-w0p2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0p3_wirelength0p2_seed121.json,Case9_thermal0p3_wirelength0p2_seed121
Case9,24,121,0.3,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p3-w2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t0p3-w2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal0p3_wirelength2_seed121.json,Case9_thermal0p3_wirelength2_seed121
Case9,26,121,1,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t1-w0/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t1-w0/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal1_wirelength0_seed121.json,Case9_thermal1_wirelength0_seed121
Case9,27,121,1,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t1-w0p02/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t1-w0p02/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal1_wirelength0p02_seed121.json,Case9_thermal1_wirelength0p02_seed121
Case9,28,121,1,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t1-w0p2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t1-w0p2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal1_wirelength0p2_seed121.json,Case9_thermal1_wirelength0p2_seed121
Case9,29,121,1,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t1-w2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t1-w2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal1_wirelength2_seed121.json,Case9_thermal1_wirelength2_seed121
Case9,30,121,1,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t1-w50/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t1-w50/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal1_wirelength50_seed121.json,Case9_thermal1_wirelength50_seed121
Case9,31,121,3,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t3-w0/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t3-w0/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal3_wirelength0_seed121.json,Case9_thermal3_wirelength0_seed121
Case9,32,121,3,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t3-w0p02/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t3-w0p02/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal3_wirelength0p02_seed121.json,Case9_thermal3_wirelength0p02_seed121
Case9,33,121,3,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t3-w0p2/seed_121/legalized/04_Case9_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case9-t3-w0p2/seed_121/legalized/04_Case9_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case9_thermal3_wirelength0p2_seed121.json,Case9_thermal3_wirelength0p2_seed121
