case,candidate,seed,thermal_weight,wirelength_weight,legalization_status,is_legal,legal_report,source,eval_input,eval_stem
Case6,7,121,0.01,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p01-w0p02/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p01-w0p02/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal0p01_wirelength0p02_seed121.json,Case6_thermal0p01_wirelength0p02_seed121
Case6,8,121,0.01,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p01-w0p2/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p01-w0p2/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal0p01_wirelength0p2_seed121.json,Case6_thermal0p01_wirelength0p2_seed121
Case6,9,121,0.01,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p01-w2/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p01-w2/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal0p01_wirelength2_seed121.json,Case6_thermal0p01_wirelength2_seed121
Case6,11,121,0.03,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p03-w0/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p03-w0/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal0p03_wirelength0_seed121.json,Case6_thermal0p03_wirelength0_seed121
Case6,12,121,0.03,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p03-w0p02/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p03-w0p02/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal0p03_wirelength0p02_seed121.json,Case6_thermal0p03_wirelength0p02_seed121
Case6,13,121,0.03,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p03-w0p2/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p03-w0p2/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal0p03_wirelength0p2_seed121.json,Case6_thermal0p03_wirelength0p2_seed121
Case6,14,121,0.03,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p03-w2/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p03-w2/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal0p03_wirelength2_seed121.json,Case6_thermal0p03_wirelength2_seed121
Case6,16,121,0.1,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p1-w0/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p1-w0/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal0p1_wirelength0_seed121.json,Case6_thermal0p1_wirelength0_seed121
Case6,17,121,0.1,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p1-w0p02/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p1-w0p02/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal0p1_wirelength0p02_seed121.json,Case6_thermal0p1_wirelength0p02_seed121
Case6,18,121,0.1,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p1-w0p2/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p1-w0p2/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal0p1_wirelength0p2_seed121.json,Case6_thermal0p1_wirelength0p2_seed121
Case6,19,121,0.1,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p1-w2/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p1-w2/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal0p1_wirelength2_seed121.json,Case6_thermal0p1_wirelength2_seed121
Case6,20,121,0.1,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p1-w50/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p1-w50/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal0p1_wirelength50_seed121.json,Case6_thermal0p1_wirelength50_seed121
Case6,21,121,0.3,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p3-w0/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p3-w0/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal0p3_wirelength0_seed121.json,Case6_thermal0p3_wirelength0_seed121
Case6,22,121,0.3,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p3-w0p02/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p3-w0p02/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal0p3_wirelength0p02_seed121.json,Case6_thermal0p3_wirelength0p02_seed121
Case6,23,121,0.3,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p3-w0p2/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p3-w0p2/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal0p3_wirelength0p2_seed121.json,Case6_thermal0p3_wirelength0p2_seed121
Case6,24,121,0.3,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p3-w2/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t0p3-w2/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal0p3_wirelength2_seed121.json,Case6_thermal0p3_wirelength2_seed121
Case6,26,121,1,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t1-w0/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t1-w0/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal1_wirelength0_seed121.json,Case6_thermal1_wirelength0_seed121
Case6,27,121,1,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t1-w0p02/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t1-w0p02/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal1_wirelength0p02_seed121.json,Case6_thermal1_wirelength0p02_seed121
Case6,28,121,1,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t1-w0p2/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t1-w0p2/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal1_wirelength0p2_seed121.json,Case6_thermal1_wirelength0p2_seed121
Case6,31,121,3,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t3-w0/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t3-w0/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal3_wirelength0_seed121.json,Case6_thermal3_wirelength0_seed121
Case6,32,121,3,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t3-w0p02/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t3-w0p02/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal3_wirelength0p02_seed121.json,Case6_thermal3_wirelength0p02_seed121
Case6,33,121,3,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t3-w0p2/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t3-w0p2/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal3_wirelength0p2_seed121.json,Case6_thermal3_wirelength0p2_seed121
Case6,34,121,3,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t3-w2/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t3-w2/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal3_wirelength2_seed121.json,Case6_thermal3_wirelength2_seed121
Case6,37,121,10,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t10-w0p02/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t10-w0p02/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal10_wirelength0p02_seed121.json,Case6_thermal10_wirelength0p02_seed121
Case6,36,121,10,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t10-w0/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t10-w0/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal10_wirelength0_seed121.json,Case6_thermal10_wirelength0_seed121
Case6,38,121,10,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t10-w0p2/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t10-w0p2/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal10_wirelength0p2_seed121.json,Case6_thermal10_wirelength0p2_seed121
Case6,39,121,10,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t10-w2/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t10-w2/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal10_wirelength2_seed121.json,Case6_thermal10_wirelength2_seed121
Case6,40,121,10,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t10-w50/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t10-w50/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal10_wirelength50_seed121.json,Case6_thermal10_wirelength50_seed121
Case6,41,121,30,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t30-w0/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t30-w0/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal30_wirelength0_seed121.json,Case6_thermal30_wirelength0_seed121
Case6,42,121,30,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t30-w0p02/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t30-w0p02/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal30_wirelength0p02_seed121.json,Case6_thermal30_wirelength0p02_seed121
Case6,43,121,30,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t30-w0p2/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t30-w0p2/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal30_wirelength0p2_seed121.json,Case6_thermal30_wirelength0p2_seed121
Case6,46,121,100,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t100-w0/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t100-w0/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal100_wirelength0_seed121.json,Case6_thermal100_wirelength0_seed121
Case6,47,121,100,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t100-w0p02/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t100-w0p02/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal100_wirelength0p02_seed121.json,Case6_thermal100_wirelength0p02_seed121
Case6,48,121,100,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t100-w0p2/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t100-w0p2/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal100_wirelength0p2_seed121.json,Case6_thermal100_wirelength0p2_seed121
Case6,50,121,100,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t100-w50/seed_121/legalized/01_Case6_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case6-t100-w50/seed_121/legalized/01_Case6_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case6_thermal100_wirelength50_seed121.json,Case6_thermal100_wirelength50_seed121
Case7,1,121,0,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case7-t0-w0/seed_121/legalized/02_Case7_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case7-t0-w0/seed_121/legalized/02_Case7_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case7_thermal0_wirelength0_seed121.json,Case7_thermal0_wirelength0_seed121
Case7,2,121,0,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case7-t0-w0p02/seed_121/legalized/02_Case7_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case7-t0-w0p02/seed_121/legalized/02_Case7_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case7_thermal0_wirelength0p02_seed121.json,Case7_thermal0_wirelength0p02_seed121
Case7,3,121,0,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case7-t0-w0p2/seed_121/legalized/02_Case7_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case7-t0-w0p2/seed_121/legalized/02_Case7_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case7_thermal0_wirelength0p2_seed121.json,Case7_thermal0_wirelength0p2_seed121
Case7,6,121,0.01,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case7-t0p01-w0/seed_121/legalized/02_Case7_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case7-t0p01-w0/seed_121/legalized/02_Case7_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case7_thermal0p01_wirelength0_seed121.json,Case7_thermal0p01_wirelength0_seed121
Case7,7,121,0.01,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case7-t0p01-w0p02/seed_121/legalized/02_Case7_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case7-t0p01-w0p02/seed_121/legalized/02_Case7_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case7_thermal0p01_wirelength0p02_seed121.json,Case7_thermal0p01_wirelength0p02_seed121
Case7,8,121,0.01,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case7-t0p01-w0p2/seed_121/legalized/02_Case7_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-Case7-t0p01-w0p2/seed_121/legalized/02_Case7_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/Case7_thermal0p01_wirelength0p2_seed121.json,Case7_thermal0p01_wirelength0p2_seed121
